Power Demand (MW),Month,Day of the Week,Time of the Day (Hour),Voltage Unbalance
682.3787503785666,5,4,0,0.07971738933601424
1242.3491770395028,2,3,8,0.1716943171232722
706.71914872146,4,3,9,0.1473916478120119
1485.9052964123232,1,4,15,0.30121911125559847
896.5952548100631,10,0,8,0.1659318898865757
813.1362971398105,3,0,14,0.23074283413886332
1480.7355066200962,7,0,3,0.1072649214389704
1370.128697858606,12,2,17,0.3179247533575931
1466.8897401066424,9,4,11,0.25860042155119095
1226.5111645688462,6,1,6,0.14831991217015408
784.6935787363243,6,5,23,0.16434192901858563
1477.5162382747585,11,4,12,0.27171293292503856
932.9991572621549,2,6,5,0.1383688977818181
1200.614098949099,6,4,10,0.21596044638423467
1236.812991943437,11,4,18,0.33453261200218626
961.2474767272914,4,3,18,0.3159369262208844
1153.51984258652,8,2,12,0.2501403927045426
1230.5516678916317,5,4,19,0.2958884037337321
1094.1063827889075,12,3,3,0.12797333632978886
725.1498023539514,4,4,4,0.11563923812063909
1074.559543551514,3,2,15,0.2692608886069688
1331.5964741717576,1,3,14,0.29510745333717703
826.3580350671587,8,6,15,0.2805723416667523
962.5913649180823,8,5,16,0.30601730524083104
891.2116120695906,4,1,11,0.199498470587915
1462.3159321198355,11,1,13,0.2583081152884875
1168.0736892531088,8,6,11,0.24626956533546884
1101.8654590602775,7,2,11,0.22765682090169026
807.5209813886709,3,4,2,0.10101725692957272
1134.8122978229544,6,0,5,0.10893850253749068
831.416834835656,6,5,7,0.14546432692895492
1007.9576395685878,6,5,6,0.15840382476208587
841.0384804052798,7,4,12,0.2455858901226411
1169.108323736625,2,6,15,0.31319305008524145
1144.1477041537353,5,5,3,0.12368194664647689
947.9253111055012,8,3,5,0.13150245945798325
1099.0016781654112,3,1,4,0.08791890750235208
726.7346228173735,7,5,12,0.24422883730359923
627.1856018235986,5,0,6,0.0854711317428042
1109.8479253161343,12,5,18,0.31994387927705414
1041.6683738431323,8,3,14,0.2749133298933553
1158.7578592230266,8,0,8,0.15496953361339172
1595.7861937159855,3,4,7,0.18642243094715344
1236.1198717476034,12,5,2,0.13089305323414693
771.7944436389604,12,2,11,0.2058902158887018
1279.2540720239633,10,0,6,0.12459980248400163
671.0231473721196,8,0,20,0.20891702567956405
884.6038487963227,9,2,20,0.20660044057551968
982.9395986688422,2,5,14,0.289258283247971
1428.3356804123416,4,0,9,0.1681291296680507
813.81129448789,9,4,14,0.26928553684246087
793.3903653352464,1,5,22,0.1746079871129098
975.3868688936419,2,0,8,0.12504435977284856
834.1304284094731,1,1,19,0.23256965531827137
1281.6589805266267,5,4,15,0.3091637485060525
730.0171229091442,10,3,6,0.11762035840101231
713.1328368972245,6,1,0,0.04785829423045601
890.5449888138915,7,0,7,0.10932543021809171
875.4918873269238,4,4,1,0.09660660167122391
1482.3830134542463,11,2,12,0.25213596371215646
1237.3552017314403,5,1,1,0.10339264615484474
1021.8878103462977,12,6,6,0.16960648552761468
693.641120292458,2,4,14,0.24591550981110077
1211.0907441003867,8,3,12,0.25817912311356606
749.9461631526088,1,6,23,0.15428186637548189
613.8072258055971,9,5,0,0.05938898701706233
1297.0074480880753,10,1,17,0.2978659397054461
1079.2356529812123,11,5,1,0.1305912233951046
1230.2147059452047,8,1,6,0.13126747888755458
1079.6819132357552,6,6,17,0.31293228095806497
1214.2076529756728,9,3,21,0.22401411494788145
837.2436016749633,3,1,18,0.2921264271018528
741.4392895538838,5,2,15,0.2301701555972439
1170.3986295704067,2,2,22,0.1557327905878031
799.1475839565397,6,4,4,0.12062435425049305
827.6125555624499,12,0,19,0.2474880032861259
886.1168741206642,2,2,21,0.20771572112814932
1004.3697897562641,11,6,20,0.2755793141420056
911.501522186629,4,5,13,0.28316395598008764
656.2621766454953,12,6,6,0.15354525905625097
839.0953992917773,3,3,2,0.09445786577830571
444.1492119438933,8,1,6,0.10136226125903391
1156.3078627567968,3,4,21,0.21776456886214476
599.4855860983131,6,6,15,0.28440950966814055
723.9041651428873,9,4,7,0.12926606736599072
1013.0412698152436,6,1,6,0.09364154734190452
815.1092509021717,5,0,15,0.2437213013505721
1385.753648851684,3,2,22,0.20666957400390212
676.7857725691379,3,3,12,0.2323795485114456
1066.7627173372957,7,0,16,0.28180316962829016
990.1792954431261,5,1,9,0.15145548217567373
707.9766255647007,5,4,10,0.18018121222016947
1130.8191651329385,3,3,4,0.11898825422506457
957.113417194438,4,3,8,0.1788883516157659
1192.947637803417,3,6,18,0.3545555686191871
1205.8760384909328,2,4,0,0.08160774983381132
1540.8089873201725,10,2,12,0.2654830639382234
1334.131987359098,2,0,19,0.26943728278643075
907.7045405143891,10,4,5,0.1442822713935602
940.1552056060184,12,5,9,0.19219832813752163
1274.9148989717783,7,1,2,0.10512977974322703
1163.8159326806494,4,3,11,0.22846650691665393
1160.032881524398,3,0,13,0.2206691289737909
595.7609889222914,6,5,14,0.2715167159270132
993.9184689002661,1,3,7,0.15059470770578787
815.4922726985778,3,0,14,0.23604618185196755
1069.9811497608096,6,6,17,0.33131739313576775
975.4624025892605,4,3,8,0.17181785454322862
1227.544727023148,4,6,16,0.31862432473530367
1079.3045537978255,11,4,12,0.253359311670476
1196.581990527244,12,6,0,0.11771275085020978
883.3952258160142,4,0,15,0.21947735696008744
763.8884360204374,5,2,7,0.12526444779074217
897.4875766993629,2,1,7,0.12229880229018936
995.7448965346399,10,1,14,0.26244755362631955
1094.7879338887706,8,0,5,0.102679047896072
1564.8272376727132,1,5,17,0.34358368907200837
989.4357120848393,10,4,20,0.24545453331162828
761.0137498768057,12,1,15,0.23588732624984646
913.5045560751533,12,2,1,0.08917645070918094
884.1010063384765,2,0,6,0.10521474696074004
1120.3703684433656,4,6,10,0.20663440103899014
614.8007463888438,12,1,2,0.061140119301316936
1015.8154985500829,7,3,1,0.08035219502334742
1039.1266344913438,9,1,2,0.069892015916746
1058.045259050069,5,2,23,0.1404389691598402
850.6709827586593,12,4,17,0.3029113895076458
940.5195675659983,4,2,15,0.2631448439504995
643.9847727543671,5,5,10,0.19077942013773055
876.6700291594515,8,6,6,0.16072056919696562
864.2846309958205,6,4,0,0.07669099936484304
1104.0125115653564,3,0,11,0.20860034113014136
710.9543920445218,3,3,0,0.05952792727392603
1195.2995254274983,2,6,23,0.16765879157228974
1373.6211361228422,6,1,9,0.1753163670352387
482.5037437466169,11,0,18,0.2451966106289596
1106.5646826945253,7,4,19,0.27626264271454637
1169.2270087575614,3,0,12,0.22257018789094948
840.6407436119428,12,0,18,0.2743749507295712
900.6820464178006,10,2,18,0.2899120082275756
966.7798556032611,1,1,14,0.2569638248637042
925.5522801495679,4,5,9,0.1957148668133502
922.7467577382195,11,2,12,0.24001318249135856
580.9990484175058,10,4,1,0.08869016973072093
1288.0828911957801,8,0,0,0.06833053471004336
1269.9046480092052,9,4,23,0.1864007902160057
796.6589351989493,12,1,23,0.10277875011809534
633.3939180493715,4,1,12,0.21864171133245155
1130.2662191131897,12,0,11,0.22031449217793594
856.0530075467335,4,0,5,0.10223382543077314
1035.488290830195,6,4,21,0.2282401771545982
920.1678957137262,8,0,19,0.25068598810478776
1172.8846877675467,10,2,21,0.22533246450514607
1173.6872859140014,12,4,3,0.12981144860354535
818.6006553841039,4,6,14,0.29364314874553454
654.1590111512362,4,6,13,0.26747072970228547
604.2654006662295,5,6,11,0.21803999906534138
1152.5948447768012,2,2,14,0.25862877613033497
702.7851855539927,9,5,21,0.23493691251826057
873.2959114253281,11,4,4,0.13023546986371523
850.921490387373,7,6,15,0.29287695677424064
986.8581759326134,5,2,15,0.2457527821970147
515.9300485383733,5,5,21,0.2256385660295685
1047.1946491984572,5,2,9,0.174067780515439
1130.9727559585515,2,2,11,0.22679541344987053
1022.1055217611654,8,4,15,0.26950523629700424
922.2784570753821,10,3,2,0.0959857406603369
1024.3500415671958,6,4,3,0.1145075051197577
1099.7615864100326,10,0,4,0.1075355150894884
306.8518108933374,12,3,5,0.11148318978278428
1488.9780770626735,6,2,1,0.10916689452318717
1097.5233306719815,10,2,14,0.262380715923543
836.897854403245,7,0,11,0.20211520450131973
902.2616562030997,10,5,20,0.2477668398828981
1123.4354443372972,12,6,6,0.19513078527578598
970.9740152414083,1,4,8,0.17297059679542426
492.32888305462643,11,6,12,0.26228473858292806
1516.1232153398298,8,4,3,0.1564707354988756
972.3648356918818,12,3,19,0.2860677097494238
1255.04317792895,5,3,23,0.17143250235595567
826.9875380539022,1,0,23,0.10768412223764123
1384.0942635614495,11,1,2,0.094085431195542
1071.58592222307,4,2,7,0.16914637885459127
1152.2109586188626,5,1,8,0.14857843898287956
738.6866584632613,6,5,4,0.12366307159925446
1302.7863224206753,4,6,18,0.34625869524136943
1172.4545411336971,6,3,0,0.07909598604041208
1325.4615573912497,3,0,23,0.16082317546741742
842.9781100896053,7,0,10,0.15856034764291
879.7432203848031,5,6,20,0.27247927529839494
1575.9791744209856,6,5,13,0.33234561064414714
734.9960443196132,5,0,19,0.23937989933313664
966.0125748304198,9,3,8,0.15361608746072733
1284.2228406506738,5,3,15,0.2785713599080745
1024.431241928714,1,0,9,0.14343926601074683
1145.7384199383234,7,1,22,0.17300289918640896
900.1377426842812,5,5,8,0.1731900685224761
1092.5139719618796,8,4,11,0.25268093411356063
673.3682870661709,9,6,5,0.13820232296532423
1414.532669904547,3,1,0,0.07998817776507222
970.4589887178576,2,5,19,0.27981481933180696
829.9554490007874,2,5,23,0.161707160665694
1166.5957705079786,4,6,6,0.1616683884129123
884.8200531528616,1,5,20,0.2576437611789698
666.4353821493116,5,2,6,0.12896626923885005
663.3206235506111,9,2,4,0.09709983896733543
1173.4432881725331,7,5,15,0.2783144195140809
960.1066404634332,7,3,2,0.09454652536008759
966.5746100828902,6,2,18,0.294077020013952
1269.4359514940656,5,2,23,0.1488167465884098
718.2935478108141,4,0,12,0.18996043128609297
817.3305617837938,4,4,19,0.2702305208537039
903.7800477046811,8,2,22,0.16812807237619032
1023.5878973292685,11,5,4,0.15381584367877077
989.4571371773553,10,1,14,0.25756091797351205
928.278201902523,2,6,22,0.20736446363519648
984.5933994760882,6,2,22,0.17154497229732854
973.1736809272063,12,6,17,0.33931625027496964
820.0989028620518,3,2,2,0.07780652754262005
796.7517528614807,2,6,7,0.15663733819599332
1068.6290894309848,9,2,10,0.18998547704946342
777.271229251118,3,4,2,0.08745341724917377
710.6611852022866,1,4,22,0.16561552917488465
921.9269372185767,12,1,5,0.13828857541890935
960.583245959046,6,4,2,0.10759606425439193
1564.1808743245524,9,2,11,0.2677449184720068
823.8249310359415,5,1,18,0.3040440627875456
1235.8151812423737,1,5,9,0.17446829567352312
1186.797083551158,11,1,18,0.3069754522706053
702.763761199066,7,6,7,0.1581794329769152
1193.31324435065,10,3,6,0.1575402680075644
704.0298399516705,9,2,13,0.22266880210418882
335.20694050081477,10,4,16,0.26656786270669364
1151.5798810898452,8,5,0,0.11132818959105908
561.0273541405702,10,0,22,0.11820519697146732
1112.7336154514787,8,4,12,0.27166246141051326
828.9972755656959,5,4,12,0.24501500117613811
1414.887699047468,12,2,4,0.14249136729041198
1267.1273498290022,7,6,9,0.198565820292606
886.6535490371531,3,3,8,0.1707182058169163
828.0405972428294,10,0,6,0.13016435512026875
696.4806492264698,5,3,21,0.20004281479802782
889.7693419268521,12,2,2,0.09320980216041078
929.9111262038728,3,0,9,0.15839795167184784
908.8266139020786,4,0,0,0.05703049667206034
1039.175963818091,7,5,16,0.3241448523798406
1144.6303744322197,3,2,15,0.2747117177862348
1087.4136142482935,2,6,19,0.30405983552001997
808.9640190233893,11,2,2,0.08669038913551495
640.5521315496054,7,3,7,0.1338673241152878
1341.1329620256179,6,2,5,0.14253390320336679
827.6377038625155,4,4,21,0.21363263381137723
836.9266000162452,1,2,8,0.14001069888202444
869.7026719247223,3,2,4,0.10704220073995996
539.2326124608378,12,5,10,0.20266172612679023
880.5064989898783,3,1,11,0.21510665087742314
880.086046498013,1,1,5,0.11865931399007894
1155.0895745858782,10,0,16,0.26154568901503605
1174.614287276834,2,5,7,0.1735448205048376
1000.9427222715674,4,0,7,0.14251274051209342
1232.962093528576,7,6,0,0.11168903326160681
1084.9912459503155,6,5,4,0.15466164311234049
996.0794720993613,1,5,4,0.12184170887441942
1040.2320420745557,8,4,1,0.09076893540018546
952.3366266046502,10,3,18,0.3129521053306484
901.2876214916374,11,2,18,0.2954230865017171
933.0666157765083,10,4,17,0.3003926938628771
717.9971671324984,1,6,3,0.1310402562841374
1070.110426329074,7,6,5,0.15193137707656587
751.7190972676049,12,6,22,0.19495333950101126
1210.407816018409,12,6,23,0.18166047579959757
937.6353549597628,1,2,0,0.05220883086581149
1012.3737454125227,2,4,10,0.20555726161433016
1123.4591940702392,8,0,12,0.22607071709554932
1160.8286162657319,6,0,18,0.28752836989170844
607.3441478416369,6,2,11,0.2054118469730274
948.274080959007,4,3,20,0.25326195823947145
1220.0447280201956,3,0,11,0.22078033698007055
575.4735451419364,3,3,20,0.22851576047386976
1096.8201188487658,8,3,5,0.1386198769844009
436.1089426494526,11,2,19,0.23900424281352275
744.3732890910991,4,5,22,0.17777823356236686
1009.657637960047,11,1,14,0.2736611188408806
585.8212244195115,7,5,4,0.12272131220816263
753.6223155789623,4,6,13,0.2535861216612675
632.0412481341033,11,2,13,0.21617315085795863
1412.0337330518898,10,4,5,0.13790195688105364
1041.0569388718334,8,5,14,0.30491967283459337
1141.8225694631674,4,3,2,0.10873610715807414
944.3312248712114,11,4,9,0.19033818956836693
911.6420628107003,4,0,18,0.28065314718148315
595.8814528372418,11,1,13,0.23001358227064342
927.0406593130343,10,2,13,0.25446868346483215
809.6269470470942,3,2,5,0.1162389317266765
1214.480981073084,3,0,1,0.0822674133098545
1285.2754666643934,3,6,0,0.127760940558865
1366.6446788935443,6,5,11,0.2534924765179
1213.137984865308,4,5,9,0.1939234585659741
850.3365157692535,12,0,5,0.10645841515405512
721.0257535099014,1,4,20,0.23492425792393234
1191.6657954112716,8,5,21,0.2354750053703757
1089.0732043680723,7,0,17,0.2695332861512094
557.8653873307424,7,0,12,0.18807378218193604
1088.8704481859422,12,6,2,0.13121609096768802
1203.6299556219665,3,2,16,0.2891584083917894
1014.7313972954075,12,4,0,0.10383574300594671
953.7365822476646,9,1,6,0.12097219874490144
798.087878095911,1,5,15,0.248223094609406
638.366325109153,6,5,5,0.12480319895589267
1200.0744873350068,10,5,8,0.20161040016024892
922.7213888070728,6,1,18,0.2800645600972595
941.6333346140768,8,0,4,0.11024516996289324
1433.1802967297833,6,0,15,0.28290133685049035
1171.1252767147976,12,2,23,0.13840483612728272
1092.7062503202756,12,6,18,0.35058221603729234
1035.5154512968088,1,3,14,0.2615047882798864
1379.9987151914431,4,6,18,0.3557948602358048
1429.8973268540485,10,3,3,0.14765671926319007
1232.376277869882,8,2,23,0.14929108473808958
1145.556147849481,3,3,10,0.1951137545625097
476.3492321984638,9,6,20,0.2513519288472161
1030.9304785583765,10,0,10,0.16674504798326648
967.473261451574,12,1,3,0.09432367846675671
1023.4883073463922,12,5,11,0.25524088287771696
1235.7615218306294,11,6,8,0.21344202295069464
315.08070820261094,2,1,23,0.1027974653656401
857.6719866324537,9,5,17,0.3244892182429974
1067.4760887351904,9,5,13,0.27018252436176277
883.2886134868094,6,5,21,0.22002168263758806
645.7734717184351,5,6,8,0.1816300917453493
1217.2408717241988,3,4,9,0.19748345529126002
1069.217976461532,5,3,10,0.2041398365209415
757.2238573888789,4,2,22,0.17036766925736044
1078.7043011289559,3,5,22,0.19582707052078444
1205.396428012449,5,5,9,0.1900317897491846
1001.3231615748402,4,2,1,0.08496046273643869
1200.1412008577493,3,0,10,0.17172079002639645
1019.5650437904153,8,0,7,0.14072779030864183
901.1927543364114,4,1,14,0.2297879097248874
710.1448709000217,5,3,10,0.18678442635750106
978.5173082570968,6,3,22,0.1810945457269141
1048.573234511443,2,3,3,0.11638817348495653
1218.9581903968328,2,4,6,0.16973720995831656
971.2231328781933,3,4,11,0.2469119014143065
1114.3539015552476,3,2,8,0.14430497231888942
758.8469965665679,7,1,19,0.25420788337468136
804.3427110431187,5,1,2,0.07673564167185767
972.402675243278,7,3,7,0.13313164290615281
736.3428840037466,11,3,14,0.2609580787273686
1205.0619593311703,1,2,9,0.19444263905205833
1115.7825823296519,1,4,13,0.27036861871433093
1069.7739410981133,3,3,20,0.2349122041202484
1084.726031303986,1,0,1,0.08790507893676286
1505.2608903711994,2,5,18,0.3453483960870254
882.7839530083011,10,4,12,0.26624504019341577
449.6396786248605,8,4,1,0.07262257973856505
1049.8250492241164,8,2,9,0.1679880253608933
987.3491147595835,8,6,22,0.22078384111877578
870.6202393723992,12,5,2,0.12086081207806224
755.2925351603076,7,6,12,0.25098481506796805
890.2026195494631,4,6,21,0.24688767607684287
1045.3346073044554,9,5,6,0.15626071505142058
874.2958248393654,10,4,4,0.13758504239259922
1603.1134198859372,6,5,2,0.13670243392537146
759.873904591713,8,3,5,0.10761180839658094
801.7206593230821,12,0,0,0.05135596967122152
427.8449899963679,8,0,12,0.18739481269651398
1062.8711037553842,9,3,16,0.30272098911526996
495.89834305005996,7,2,13,0.21778745505091027
865.1363416563746,5,3,18,0.3005410745107899
931.0823663598608,5,0,4,0.09570169998115484
822.5680085382779,1,1,16,0.2574532340516784
1434.7181693636278,11,3,0,0.10188058037206847
1248.5985978288747,4,3,17,0.314804950452241
1329.7842190753938,1,3,14,0.27098885105302956
779.3952953625203,5,1,9,0.15501253799097167
1282.148516128642,6,5,3,0.15219031810686617
1124.0002365859905,9,2,22,0.17463897802626255
1192.8514871692114,1,3,10,0.19650113935941235
1257.3597071956917,8,1,18,0.3243755943947943
772.8091885102367,2,1,9,0.14622867889061256
893.9205947555247,1,4,18,0.31392672502440067
1215.6490028321127,1,1,21,0.1962316276359625
336.0952267562668,2,5,16,0.2593790825152931
1378.3320206433013,9,2,17,0.32123532208009703
1138.283016051896,4,5,13,0.30642261751166383
988.5740098349413,4,1,20,0.20710925613293021
1055.1269139392932,11,5,18,0.3452688735072122
742.5161791727559,8,0,13,0.21736205455540725
912.5141588527238,10,1,19,0.27814003312030444
1275.0710845550934,2,1,23,0.14003810957260163
1324.5054930815554,2,1,7,0.1581385841228786
1674.056013140895,3,4,22,0.21288781336494575
981.5188334298962,3,1,9,0.13169945891665577
835.361758298749,5,2,23,0.13574283669942508
871.4415085150029,1,6,21,0.22418630966293432
745.4895311781588,6,4,14,0.26314944325256917
980.5363110147873,5,2,2,0.08685882227987538
1095.683107503067,5,0,20,0.21064356681680238
991.4394298670115,10,2,20,0.24142105451010543
1274.0867114164496,3,1,6,0.12513458574541422
941.4460496638659,12,6,3,0.14304729377095823
913.1373368753592,11,6,14,0.2941246606321435
854.6828807849187,3,6,21,0.23113019795164333
591.8413684413762,9,1,5,0.10628567405971781
608.0580689228865,12,1,22,0.14893248799261405
705.210517340578,10,6,13,0.2725753177440409
1325.3570179161902,7,1,20,0.25805045319668574
1223.8150682224825,11,2,20,0.252864763217411
1343.7410165982474,4,3,8,0.17124642906608034
666.9470863513745,10,5,18,0.2975072185988306
507.8438275534949,5,3,15,0.2303526522963874
834.9859199664793,8,4,19,0.2787705868676048
1043.954738324007,1,1,19,0.26053667693420257
1124.6725687274568,1,3,13,0.24898500577253108
1261.9930389920132,2,0,21,0.21000638298128377
1071.0699177018037,11,4,5,0.13754353670960767
1435.6671951639078,11,5,20,0.2927440628433122
944.3485797629198,1,0,19,0.254548622657005
771.7301954895509,1,1,23,0.12602869896609672
579.6954461263916,9,3,23,0.12973581050116098
777.7571604761375,3,5,14,0.28597850812675274
1060.5294902462808,3,1,15,0.261852428763229
777.8199356615924,8,4,23,0.14093415087989952
1234.1856158838143,6,5,13,0.2646146809537194
1353.0819265093608,4,2,16,0.3023222214594876
407.60327369334925,5,2,8,0.11397974290774184
1216.013075124412,7,0,10,0.19548540651455862
440.0989853345658,11,5,10,0.16912532752005263
1100.374763772572,3,1,21,0.20434128030625406
1306.2176410484149,3,0,16,0.27373915563048223
1016.2140265858941,9,2,22,0.16519151607388308
680.0777066989401,11,0,12,0.22569425551079925
853.6421989305568,11,5,9,0.1807841028249816
934.5886385722748,1,3,19,0.2649638202851026
954.4388040525142,11,0,10,0.16017881328820066
949.2757898083332,12,4,7,0.18705848628642524
972.5293051726716,10,4,1,0.10372380346614829
1053.3700122275422,5,4,21,0.22805482495779061
697.8565865666947,9,1,10,0.1680425883770604
939.4950425324452,4,2,4,0.11527123521125757
1379.5652925889262,10,1,8,0.13863616200746887
903.8386442143706,10,2,2,0.09412787400022385
889.0409767112005,3,3,20,0.24279642420677858
1269.5493259285595,4,1,23,0.1413229670935584
360.2038334139759,3,5,0,0.06803309254172178
1295.3446503220714,5,3,16,0.31396010549107706
842.0240604987082,8,3,10,0.17881485294756103
1040.9821431131465,7,4,14,0.28151324662279037
1024.0803389802993,10,3,1,0.09080971862663528
1235.6170298050984,10,4,9,0.2081085855025868
933.101313441163,10,2,5,0.10885452856220959
830.4935546088874,8,3,19,0.27488407782611574
1324.4614476627746,2,3,0,0.09539532171133218
408.95654571470493,3,5,3,0.07700367151408667
1005.0835454263108,3,5,13,0.26807010773757595
663.0186443427199,4,2,9,0.14789186400173235
809.6066529358602,6,1,11,0.20888378612451386
1502.8141703657843,8,4,23,0.1804031425812079
988.8511433860358,9,3,1,0.09706504939505663
1048.7674242878452,2,5,16,0.3172397703679118
554.6092860736021,6,2,1,0.06757087074341298
817.738835301326,6,1,11,0.2176397814348672
1049.1393501821963,10,2,15,0.2656294423662987
1088.6894232783045,1,5,15,0.2920943455302348
1154.2216385983197,7,6,23,0.1992715062612035
1002.156974729394,1,5,22,0.19537016009550562
1131.7510521136649,3,4,20,0.25435366286840916
1113.445478158921,3,4,4,0.12597592939307295
542.564897248867,5,5,2,0.08621073809399295
1009.2514304775374,8,2,11,0.22611180093309977
1191.975601933176,4,6,23,0.19802535465680282
1147.46995518363,8,6,9,0.21751551435774213
909.0352975073025,3,3,17,0.28966672377115915
798.5933731151581,5,2,2,0.07675074940171485
720.4220189195919,2,6,4,0.12499155532100671
967.2364971146469,8,5,3,0.13120530204513256
1283.2699698899305,3,0,19,0.2643361372203506
512.0489746295995,5,5,3,0.09307142126729488
835.0270675676255,3,3,4,0.10103187365269518
715.0493861433065,2,1,19,0.23972072444430356
1196.239380310125,8,0,11,0.22384295502501705
861.4225933571747,4,5,14,0.29891472897391325
882.3405854613021,1,2,9,0.18120266503653712
945.7626075158378,10,0,12,0.20302605857531925
1111.3483127236993,12,4,21,0.2289880997998106
901.9027504625908,6,5,17,0.32372884438313454
238.46423630001834,6,1,17,0.2302351331648617
1135.82797284688,8,1,3,0.09867806666402397
1109.7607394180106,4,1,6,0.12339827274376632
945.1147429171967,9,4,19,0.28582568622688953
728.9908448320164,10,0,14,0.24539222590036447
1087.9450276703396,11,2,3,0.11482119624997549
1094.8088833838967,9,5,5,0.159836840570289
882.4917793247813,11,3,17,0.3079054148778524
